id_lotto,id_pa,id_be,object,id_award_procedure,amount,start_date,id_lsf,id_forma_giuridica,cpv,n_winners
16799,17683062,30971,290662,LOTTO 3- CONTENITORI RACCOLTA RIFIUTI CARRELLATI 4 RUOTE,1,47400.0,2018-06-26,3,154,44,1
16800,16988961,25770,91948,ACCONTO SU VIAGGIO ISTRUZIONE NAPOLI/POMPEI/CASERTA DAL 15 AL 18 MARZO 2016 - FATT. N. 36/75 DEL 16 FEBBRAIO 2016,1,9285.0,2016-02-25,2,110,63,1
16893,6462981,25560,101221,PULLMAN PER OSPITI SCAMBIO POLONIA,1,1000.0,2016-03-08,2,90,60,1
17022,11858473,12677,86228,"CONCESSIONE DEI SERVIZI DI ACCERTAMENTO, LIQUIDAZIONE E RISCOSSIONE ORDINARIA E COATTIVA DELL'IMPOSTA COMUNALE SULLA PUBBLICITA' E DEI DIRITTI SULLE PUBBLICHE AFFISSIONI. PERIODO 2017- 2022.",1,100000.0,2017-06-01,2,15,79,1
17419,1545648,29981,90709,Aggiudicazione appalto lavori adeguamento alle norme di prevenzione incendi: impianto di rilevazione e allarme incendi per Istituto Atestino di E31/12/2018ste via Garibaldi e Istituto Euganeo-Fermi via Restara Este Padova,1,135372.01,2017-09-19,1,18,45,1
17463,9883363,2985,93141,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,4500.0,2017-11-01,3,135,33,2
17464,9883363,2985,89811,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,4500.0,2017-11-01,3,135,33,2
17489,2648716,11261,341163,PROGETTO ADOLESCENTI 2018-2021 - AFFIDAMENTO REALIZZAZIONE ALLA COOPERATIVA ADELANTE - COOP. SOC. ONLUS SRL DI BASSANO DEL GRAPPA.,1,85000.0,2018-10-12,2,15,85,1
17534,887952669,36257,111130,"OLIO DIFFERENZIALI, RIDUTTORI E PONTI 85W140 E.P",1,50250.0,2018-12-18,3,130,24,1
17618,7188966,10805,91394,"DISCIPLINARE DI GARA PER LA CONCESSIONE DEL SERVIZIO DI REFEZIONE
SCOLASTICA PER I COMUNI DI PORTOGRUARO E TEGLIO VENETO E PASTI
UTENTI SAD DEL COMUNE DI PORTOGRUARO",1,2457000.0,2018-01-08,2,15,55,1
17701,13726562,2987,294335,Kit ossigenante per patologia coronarica lott n.2 - Medical Instruments,1,360750.0,2017-06-08,3,135,33,1
17891,337047,16686,105014,"OPZIONE DI RINNOVO PER MESI 24 DEL SERVIZIO DI GESTIONE E CONSEGNA DI CONTENITORI PER RIFIUTI PRESSO IL DOMICILIO DI UTENZE DOMESTICHE E NON DOMESTICHE ED IN OCCASIONE DI ALTRE MANIFESTAZIONI PRESENTI IN TUTTO IL TERRITORIO DI ETRA S.P.A., COMPRESO IL SERVIZIO DI STOCCAGGIO PROVVISORIO  DEI CONTENITORI. ",1,959013.5,2018-03-12,2,176,63,1
17911,887936475,1700379,90871,POLIZZA RCT/O,1,495000.0,2018-09-30,2,13,66,1
17973,11231240,30146,89983,REALIZZAZIONE LAVORI PISTA CICLOPEDONALE TREVISO OSTIGLIA IN COMUNE DI TREVISO,1,1800000.0,2017-05-05,1,19,45,1
18485,15838849,14707,110308,SOGGIORNO A CESENATICO 2^ TURNO 2016,1,30200.0,2016-06-25,2,75,63,1
19173,433250,25560,87542,VIAGGIO DI INTEGRAZIONE SIVIGLIA,1,12000.0,2018-11-22,2,90,63,1
19598,887634088,13164,92944,SERVIZI ASSICURATIVI - RC AUTO LIBO MATRICOLA,1,96000.0,2016-03-31,2,15,66,1
19798,15607163,2435,89412,POMPE ELASTOMERICHE A FLUSSO VARIABILE SENZA CAPACITA' DI BOLO,1,70084.92,2016-06-15,3,139,33,1
20952,4120250,30011,89713,Servizio di assistenza e manutenzione del Sistema Informatico Provinciale  C.I.G. 6566041471.,1,306000.0,2016-10-04,2,18,72,1
21260,6360606,14443,90758,POTENZIAMENTO DELL'IMPIANTO VALLE TAGLI PER ADEGUARE LA CAPACITA' DI SOLLEVAMENTO IDROVORO AL DI FUORI DEL SISTEMA BRIAN,1,708602.57,2016-10-21,1,75,45,1
21426,4006426,2469,95155,"FORNITURA PER 16 MESI, RINNOVABILE PER ULTERIORI 2 ANNI, DI RECETTORE SOLUBILE DELLA TRANSFERRINA (LATEX sTfR) E ANALITI SOTTOCLASSI IgG - FORNITURA DI TEST OPZIONALI ALLA GARA N. 67/2015 - PROCEDURA APERTA PER LA FORNITURA TRIENNALE, RINNOVABILE PER",1,621250.0,2017-11-30,3,140,33,1
21438,4411497,2435,99810,"ID 15D015 - aggiudicazione fornitura quinquennale, eventualmente rinnovabile di anni 2, di sistemi diagnostici per la diagnostica sieroimmunologica di analisi da effettuarsi presso la UOC Microbiologia e Virologia, ai sensi dell'art. 55 del D.Lgs. 16",1,3780000.0,2017-03-01,3,139,33,2
21439,4411497,2435,85174,"ID 15D015 - aggiudicazione fornitura quinquennale, eventualmente rinnovabile di anni 2, di sistemi diagnostici per la diagnostica sieroimmunologica di analisi da effettuarsi presso la UOC Microbiologia e Virologia, ai sensi dell'art. 55 del D.Lgs. 16",1,3780000.0,2017-03-01,3,139,33,2
21547,6209555,2997,91707,Servizio Approvvigionamenti - Procedura aperta per l'aggiudicazione dell'Appalto Specifico per l'affidamento della fornitura di prodotti farmaceutici ``in concorrenza`` (n. 121 Lotti) nell'ambito del Sistema Dinamico di Acquisizione della Pubblica Am,1,14630.0,2016-07-01,3,135,33,1
22053,16944879,2435,283930,Sistema drenaggio esterno ID 14P005,1,41500.0,2016-11-01,3,139,33,1
22381,5115027,591,100101,NOLEGGIO A LUNGO TERMINE DI VEICOLI SENZA CONDUCENTE E SERVIZI COMPLEMENTARI NR DI RDA 10111903 DEL 30/08/2017,1,1420000.0,2018-06-14,3,157,60,1
22481,10645153,13081,126908,"ATTIVAZIONE DELLE PROCEDURE DI SELEZIONE DEL CONTRAENTE PER LAFFIDAMENTO, PER LA DURATA DI UN ANNO SCOLASTICO DAL 1/09/2017 AL 30/06/2018, DI N. 5 SERVIZI INTEGRATIVI E SPERIMENTALI PER LA PRIMA INFANZIA C/O IMMOBILI DI PROPRIETA COMUNALE.",1,174405.265,2017-09-01,2,15,85,2
22482,10645153,13081,194631,"ATTIVAZIONE DELLE PROCEDURE DI SELEZIONE DEL CONTRAENTE PER LAFFIDAMENTO, PER LA DURATA DI UN ANNO SCOLASTICO DAL 1/09/2017 AL 30/06/2018, DI N. 5 SERVIZI INTEGRATIVI E SPERIMENTALI PER LA PRIMA INFANZIA C/O IMMOBILI DI PROPRIETA COMUNALE.",1,174405.265,2017-09-01,2,15,85,2
22730,2755995,4554,87001,"POLIZZA ASSICUTATIVA INCENDIO, FURTO E KASKO AUTOVEICOLI",1,120000.0,2016-03-01,2,14,66,1
22827,6882474,1132,310387,ESTENSIONE CONTRATTO 407/2018 SERVIZIO DI GESTIONE CENTRI COMUNALI DI RACCOLTA - LOTTO 2,1,919640.0,2018-11-01,2,154,90,1
24077,17294430,33005,365270,MATERIALE IGIENICO,1,598.9,2018-06-05,3,176,39,1
24178,2701797,27067,165123,Visita guidata a Verona in data 18/04/2018 n. 51 alunni e 4 docenti accompagnatori - accoglienza alunni scambio Belgio - Ditta Salmaso trasporti,1,454.55,2018-03-19,2,90,63,1
24203,1166826,2998,90072,"TUBO VALVOLATO COMPLETAMENTE BIOLOGICO, COMPOST DI VALVOLA AORTICA E CONDOTTO IN PERICARDIO",1,86000.0,2016-07-01,3,135,33,1
24225,13240326,2435,89412,POMPE ELASTOMERICHE A FLUSSO FISSO,1,271988.5,2016-06-15,3,139,33,1
24256,6280507,2435,282603,"Catetere guida ad ampio lume, provvisto di valvola e dilatatore, varie configurazioni, misure varie",1,12000.0,2017-05-01,3,139,33,1
24311,1590587,2435,90072,"Catetere per angiografia diagnostica pediatrica da 3 a 4 Fr, ad alto flusso, confezione singola sterile",1,28800.0,2017-05-01,3,139,33,1
24583,7678191,2435,282603,"KIT INTRODUTTORE  DA ARTERIA RADIALE, VALVOLATO, DA 5 E 6F, LUNGHEZZA DA 10 A 25 CM, (TRANSIZIONE GRADUALE TRA DILATATORE E GUAINA),  IN KIT CON AGO E GUIDA METALLICA",1,133200.0,2017-05-01,3,139,33,1
24698,5568001,3153,310271,"POLIZZA ALL RISKS GUASTI MACCHINE, INCLUSI DANNI INDIRETTI - LOTTO 2",1,185500.0,2017-12-31,2,176,66,1
24701,3391771,2987,89854,"sistemi infusionali (comprensiva di pompe in comodato d’uso gratuito e relative docking station) , per il periodo di 36 mesi.",1,234000.0,2016-11-14,3,135,33,1
25001,12213710,9533,261576,IMPEGNO DI SPESA CON LA DITTA RES AMBIENTE SRL DI CONEGLIANO PER L'ANALISI E LA CONFIGURAZIONE DEL CENTRALINO.,1,500.0,2017-09-11,2,15,32,1
25525,1173182,5328,89997,"CONCESSIONE DI UN'ULTERIORE PROROGA TECNICA ALLA DITTA SODEXO ITALIA S.P.A. FINO AL 31.07.2017 DEL CONTRATTO D'APPALTO PER LA GESTIONE DELLA RISTORAZIONE SCOLASTICA, DI ALCUNI SERVIZI COMUNALI PER LA PRIMA INFANZIA E DI ALTRE INIZIATIVE COLLEGATE AL",1,361486.0,2017-06-23,2,15,55,1
25563,1372058,16686,114548,"Appalto n. 66/2016. Servizio di pulizia impianti, prelievo e trasporto fanghi liquidi CER 19.08.05 presso gli impianti di Etra SpA - RISPOSTA ECONOMICA - LOTTO 3.",1,208804.53,2017-03-13,2,176,90,1
25597,1336513,2990,99219,DA STANZIAMENTO PER TIPO BUDGET CIG(CNT 2018/CNT / 00000374),1,3588351.2,2018-10-01,2,135,79,1
25659,11179849,13118,406817,"POSTI NIDO IN CONVENZIONE - ANNI EDUCATIVI 2016/2017, 2017/2018 E 2018/2019 - CIRCOSCRIZIONE 8^  B",1,102319.0,2016-09-01,2,15,80,1
26071,11360520,22433,411444,CONTRATTO DI RESPONSABILE SERVIZIO DI PROTEZIONE E PREVENZIONE RSPP,1,1776.32,2017-10-26,2,103,75,1
26281,9267137,2995,93390,FORNITURA IN NOLEGGIO DI SISTEMI ANALITICI PER IL DOSAGGIO DELL’ORMONE ANTI-MULLERIANO (AMH),1,99000.0,2018-10-01,3,135,33,1
26418,290706,1991,89412,TRATTAMENTI EMODIALITICI IN AFB (ACETATE FREE BIOFILTRATION) - LOTTO N. 4,1,240000.0,2016-09-01,3,135,33,1
26476,1833297,2435,93966,"Stent periferico autoespandibile in nitinol ricoperto, diametro dello stent da 6 a 12 mm circa, lunghezza da 40 a 80 mm. - E' richiesta la fornitura in conto deposito",1,840000.0,2017-05-01,3,139,33,1
26497,2036814,25602,458226,CORSO DI AGGIORNAMENTO PER ADDETTI AL PRIMO SOCCORSO AZIENDALE - I.C. VR 06 + EINAUDI (05-12-19/10/17),1,1000.0,2017-11-23,2,90,80,1
26552,3352204,2950,314492,"2016/012 OPERE DI URBANIZZAZIONE PRIMARIA E SISTEMAZIONI ESTERNE A COMPLETAMENTO DEL RECUPERO DI N. 6 EDIFICI CON COMPLESSIVI N. 76 ALLOGGI E N. 4 UNITÀ COMMERCIALI NEL COMUNE DI VENEZIA-MESTRE, LOC. ALTOBELLO.  CONTRATTO DI QUARTIERE II MESTRE ALTOBELLO  PEI N. 387.1.2.3.4 E PEI N. 387.5.6.",1,1124648.0,2017-06-08,1,67,45,1
26607,4403295,31568,99976,SERVIZIO DI MANUTENZIONE DEGLI IMPIANTI DI CLIMATIZZAZIONE SU AUTOBUS ,1,91000.0,2018-03-15,2,157,50,1
26714,2037764,2987,89412,LOTTO 6: SERVICE COMPLETO DI APPARECCHIATURE E DI TUTTO IL MATERIALE DI CONSUMO NECESSARIO PER L'ESECUZIONE DI TRATTAMENTI DI: 1. DIALISI PERITONEALE DOMICILIARE CAPD/APD CON SISTEMA A DOPPIA SACCA COMPARTIMENTATA AD ELEVATA BIOCOMPATIBILITÀ CON TAMPONE LATTATO/BICARBONATO A PH FISIOLOGICO; 2. DIALISI PERITONEALE DOMICILIARE CAPD/APD CON SOLUZIONI SPECIALI PER PAZIENTI CON PROBLEMI CLINICI SPECIFICI.,1,950000.0,2016-12-01,3,135,85,1
26730,4423747,25560,220066,viaggio asiago,1,500.0,2016-05-25,2,90,60,1
27152,13500403,2435,92249,"CATETERE A PALLONCINO  SEMICOMPLIANTE PER POST DILATAZIONE DI ENDOPROTESI DI GRANDI DIMENSIONI,  DIAMETRO DEL PALLONCINO DA  20  A 40  MM CIRCA",1,99000.0,2017-05-01,3,139,33,1
27209,8763683,2435,92249,"SISTEMA EMBOLIZZANTE TIPO ONYX  COMPLETO DI SIRINGHE, VARIE CONCENTRAZIONI, PER USO ENDOVASCOLARE DI MALFORMAZIONI VASCOLARI PERIFERICHE.  ",1,186000.0,2017-05-01,3,139,33,1
27271,4710678,33034,100104,"BS 186-15/MSLOTTO 4 - Servizio (una tantum e valido solo per il primo anno contrattuale) di ritiro/prelievo, trasporto e trattamento sabbie provenienti dalla pulizia delle vasche degli impianti di depurazione Veritas Spa di Fusina e Campalto",1,182250.0,2016-01-01,2,176,90,1
27414,2198994,2988,102828,Fornitura GENER. MOLIBDENO-TECNEZIO(CNT 2015/CNT / 00001278),1,429156.0,2017-01-04,3,135,33,1
27578,196193,15362,86005,SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO NEL COMUNE DI RONCADE. – LOTTO N. 3,1,273465.53,2017-08-21,2,176,77,1
27932,5140989,16686,114548,"Appalto n. 66/2016. Servizio di pulizia impianti, prelievo e trasporto fanghi liquidi CER 19.08.05 presso gli impianti di Etra SpA - RISPOSTA ECONOMICA - LOTTO 2.",1,120370.28,2017-03-13,2,176,90,1
28132,1103910,2997,90755,Servizio Approvvigionamenti - Procedura aperta per l'aggiudicazione dell'Appalto Specifico per l'affidamento della fornitura di prodotti farmaceutici ``in esclusiva`` (n. 54 Lotti) nell'ambito del Sistema Dinamico di Acquisizione della Pubblica Ammin,1,224.0,2016-07-01,3,135,33,1
28586,2835187,26859,94859,Fornitura di generi alimentari vari per il servizio ristorazione dal 01/01/2016 al 31/12/2018,1,2480000.0,2016-01-01,3,145,15,1
28784,1284282,15362,104713,SERVIZIO DI MANUTENZIONE DEL VERDE PUBBLICO NEL COMUNE DI CASTELFRANCO VENETO,1,772290.95,2017-05-09,2,176,77,1
28835,7360873,2435,282603,"Catetere per angiografia panoramica pigtail alta pressione,  5 Fr, su guida 0.035', lunghezza almeno cm 90, con reperi radiopachi centimetrati per almeno 20 cm, per misurazioni endovascolari.",1,106260.0,2017-05-01,3,139,33,1
28929,1396935,30146,92944,SERVIZIO DI ASSICURAZIONE RESPONSABILITÀ CIVILE DERIVANTE DALLA CIRCOLAZIONE DEI VEICOLI A MOTORE E NATANTI (RCA) E GARANZIE ACCESSORIE (ARD),1,775000.0,2018-07-13,2,19,66,1
28935,7086050,2404,92860,FORNITURA DI AUTOMEZZI ED ATTREZZATURE PER L'AUTOPARCO DI AMIA VERONA SPA - LOTTO 2,1,228000.0,2016-10-18,3,176,34,1
29137,13037794,18738,92823,FORNITURA GENERI ALIMENTARI PERIODO LUG 18 - LUG 21,1,600000.0,2018-07-15,3,146,15,1
29402,10878578,2998,90072,ENDOPROTESI VASCOLARI PER AORTA TORACICA ED ARCO AORTICO,1,133600.0,2016-07-01,3,135,33,1
29406,1306012,2998,89531,"LOTTO 21 DEFIBRILLATORE AUTOMATICO TRANSVENOSO BIVENTRICOLARE (CRT-D), CON ELETTROCATETERI ATRIALE, VENTRICOLARE DESTRO DA DEFIBRILLAZIONE, VENTRICOLARE SINISTRO (MONOPOLARE, BIPOLARE E QUADRIPOLARE) E SISTEMA DI INTRODUZIONE IN SENO CORONARICO, CON CONTROLLO REMOTO",1,260000.0,2016-01-01,3,135,33,1
29840,8624042,2435,89531,"Elettrocatetere stimolatore temporaneo intracardiaco 4/ 5F, con palloncino - Fornitura gratuita di cavi di connessione ed eventuali adattatori (rapporto 1:10)",1,6300.0,2017-05-01,3,139,33,1
29951,13763594,9936,86925,"PROCEDURA APERTA, AI SENSI DELL'ARTICOLO 60 DEL D.LGS. NR. 50/2016 E S.M.  PER L'AFFIDAMENTO DEI SERVIZI ASSICURATIVI DEL COMUNE DI NEGRAR PER LA DURATA DI ANNI DUE. (lotto 6)",1,20000.0,2018-09-30,2,15,66,1
30090,10840632,2435,282603,"Catetere per coronarografia destra e sinistra da 4 a 6 F, curva dedicata per approccio radiale",1,204000.0,2017-05-01,3,139,33,1
30662,10741925,16686,260808,"Gara 65/2016 Servizio prelievo, trasporto e avvio a recupero/smaltimento rifiuti urbani pericolosi e specifici non pericolosi provenienti dai centri di raccolta e dagli impianti gestiti da Etra SpA - RISPOSTA ECONOMICA_LOTTO 2",1,241484.94,2017-01-23,2,176,90,1
30718,9567450,27067,118170,Stage linguistico a Londra dal 16/04/2018 al 21/04/2018 - ditta Attica - n. 24 alunni e n. 2 docenti,1,18674.0,2018-01-16,2,90,63,1
30822,3639859,16686,262276,Gara 37/2016. Fornitura nuovi mezzi per il servizio Ambiente. LOTTO 4,1,150000.0,2016-09-21,3,176,42,1
30887,13953684,2435,87039,Microcatetere  per ricanalizzazione di occlusioni coronariche croniche totali (CTO) e/o infusione di farmaci,1,168000.0,2017-05-01,3,139,33,1
31004,4435938,2435,96136,"Guida superstiff, tipo Back up Meyer o Lunderquist, punta a rigidità progressiva, lunghezza cm 180-300",1,18000.0,2017-05-01,3,139,33,1
31467,1377037,12796,92944,servizio di copertura assicurativa del Comune di Treviso a singoli lotti per rischi diversi. Lotto 6 - Rischi diversi veicoli utilizzati per missioni o adempimenti di servizio,1,16000.0,2016-05-31,2,15,66,1
31543,690021,3560,85113,LOTTO N. 2 - FORNITURA LATTICINI E FORMAGGI,1,184519.44,2016-07-14,3,145,15,2
31544,690021,3560,591,LOTTO N. 2 - FORNITURA LATTICINI E FORMAGGI,1,184519.44,2016-07-14,3,145,15,2
31664,14465787,35402,221433,GARA CRAS NUTRIZIONALI II - LOTTO  22 INTEGRATORE GLUCIDICO IN POLVERE A BASE DI MALTODESTRINE,1,700.0,2016-07-01,3,135,33,1
31836,14969333,10796,96381,AMPLIAMENTO DEL PORTO PESCHERECCIO DI SCARDOVARI - SESTO STRALCIO - PRIMO INTERVENTO,1,827940.96,2017-05-15,1,15,45,1
32035,4191352,12701,32991,Procedura aperta per l'affidamento dei servizi cimiteriali - Anni 2016-2019.,1,304000.0,2016-06-23,2,15,98,1
32436,5654376,31568,3261,Subaffidamento servizi TPL settore extraurbano Provincia di Vicenza Lotto 5 Valdagno,1,46139.0,2017-06-12,2,157,60,1
33326,9868316,582,255793,ACCORDO QUADRO PER IL SERVIZIO DI SOSTITUZIONE E RIPARAZIONE PNEUMATICI - LOTTO 1 <35 Q.LI,1,48000.0,2017-08-31,2,176,34,1
33339,4596661,13118,323367,AFFIDAMENTO A TERZI DI SERVIZI DI BIBLIOTECA PER IL PERIODO DI CINQUE ANNI ED ESTENSIONE IMPORTO CONTRATTUALE AL QUINTO D'OBBLIGO,1,836671.25,2016-05-02,2,15,92,1
33592,4669536,28058,27979,Procedura per il sub-affidamento di trasporto pubblico locale nella provincia di treviso per il periodo  11.06.2016-10.06.2017,1,707838.0,2016-09-12,2,176,60,1
33651,11115201,25560,101426,SCAMBIO CULTURALE CON MUNSTER (GERMANIA) CLASSE 3 DRIM  DAL 10 AL 16 APRILE 2018,1,8000.0,2018-07-11,2,90,63,1
33716,2878780,10796,89808,IMPEGNO DI SPESA PER NOLEGGIO BAGNI CHIMICI SEBACH PER FIERE E SAGRE PAESANE NELLE VARIE LOCALITA' COMUNALI,1,2830.0,2016-03-30,2,15,24,1
34309,12871028,13118,91013,FORNITURA QUADRIENNALE DI PANNOLINI A MUTANDINA PER GLI ASILI NIDO COMUNALI,1,300000.0,2016-01-22,3,15,33,1
34541,2207182,8389,351343,SERVIZIO DI REGISTRAZIONE E TRASCRIZIONE SEDUTE CONSIGLIO COMUNALE,1,2066.7,2018-06-04,2,15,72,1
34712,3577258,3592,93354,"SERVIZIO DI NOLEGGIO, LAVAGGIO, STIRATURA BIANCHERIA PIANA E DIVISE PERSONALE, LAVAGGIO, STIRATURA BIANCHERIA DEGLI OSPITI E MATERIALE VARIO",1,292988.525,2017-11-01,2,145,98,2
34713,3577258,3592,86903,"SERVIZIO DI NOLEGGIO, LAVAGGIO, STIRATURA BIANCHERIA PIANA E DIVISE PERSONALE, LAVAGGIO, STIRATURA BIANCHERIA DEGLI OSPITI E MATERIALE VARIO",1,292988.525,2017-11-01,2,145,98,2
34913,3055654,25602,222101,FT 23-PA - 310517 - Noleggio Materiale per Corso Antincendio ITES EINAUDI (050517),1,473.0,2017-06-12,2,90,37,1
34951,16073517,13118,94780,Servizio di spedizione /recapito diretto degli invii postali - proroga tecnica dal 06/10/2019 al 06/07/2020,1,638930.33,2016-10-06,2,15,64,1
35190,8114088,25577,109182,10.8.1.B1-FESRPON-VE-2018-37 - LABORATORIO LINGUISTICO PER UN APPRENDIMENTO INTERATTIVO E MULTICANALE DELLE LINGUE,1,19911.04,2018-06-14,3,90,32,1
35234,11276857,13118,85410,SOGGIORNI OVER 60 2018/2019 - S. BENEDETTO DEL TRONTO - DAL 13/6 AL 4/7/2017,1,56000.0,2018-06-13,2,15,63,1
35397,3920387,10237,96441,"APPALTO DEL SERVIZI0 DI TRASPORTO SC0LASTICO PER GLI ALUNNI DISABILI DELLA SCUOLA DELLINFANZIA, PRIMARIA E SECONDARIA DI I GRADO. ANNI SCOLASTICI 2015/16, 2016/17, 2017/18",1,359640.0,2016-02-03,2,15,60,1
35723,3862126,19275,85542,ACQUISTO CARTA PER FOTOCOPIE,1,1315.17,2016-08-31,3,103,30,1
35733,79704648,3028,92489,"AFFIDAMENTO DEL SERVIZIO SVILUPPO DEL SOFTWARE PER LA GESTIONE DELLE ATTIVITÀ DI SORVEGLIANZA SANITARIA, EX D.LGS. 9 APRILE 2008, N. 81, A CURA DEL MEDICO COMPETENTE ",1,545000.0,2016-09-01,2,135,72,1
35843,3598014,626,438378,LOTTO 2 - IMBARCAZIONI,1,589638.25,2016-06-15,2,176,50,1
36310,13939370,2995,95158,LAVORI DI MANUTENZIONE STRAORDINARIA PER LA REALIZZAZIONE DI UN NUOVO REPARTO DIALISI A SERVIZIO DELLA UOC NEFROLOGIA,1,363919.1,2017-03-27,1,135,45,2
36311,13939370,2995,367198,LAVORI DI MANUTENZIONE STRAORDINARIA PER LA REALIZZAZIONE DI UN NUOVO REPARTO DIALISI A SERVIZIO DELLA UOC NEFROLOGIA,1,363919.1,2017-03-27,1,135,45,2
36571,9231403,8008,307775,SERVIZIO DI SUPPORTO ALLA GESTIONE CIMITERIALE PER ANNI DUE. AGGIUDICAZIONE E CONTESTUALE CONSEGNA ANTICIPATA ALLA COOPERATIVA SOCIALE BARBARA B DI TORINO. CIG 7352549B5E.,1,305661.5,2018-10-01,2,15,98,1
36719,18104522,32890,91759,componeneti elettronici consumabili - promiscuo,1,580.0,2018-04-11,3,124,31,1
37106,8134133,3026,101924,AFFIDAMENTO DEL SERVIZIO DI CONDUZIONE E MANUTENZIONE ORDINARIA DEGLI IMPIANTI TERMICI DEGLI IMMOBILI E DELLE INFRASTRUTTURE DI PERTINENZA DELLE SOCIETÀ DEL GRUPPO AVM,1,887688.0,2017-10-02,2,176,50,1
37284,14307583,1134,109536,"Servizio di manutenzione periodica, revisione  legale e riparazione degli autoveicoli aziendali LOTTO 5",1,22299.65,2016-05-25,2,176,50,1
37294,3238744,6533,126908,SERVIZIO DI TRASPORTO SCOLASTICO: A.S. 2017/2018; 2018/2019 E 2019/2020 - DETERMINA A CONTRARRE - CIG: 7050748D4D,1,145904.0,2017-09-01,2,15,60,1
37451,5867373,13164,229750,Acquisto carrello cassettiera completo di utensili per l'officina comunale di Via Frescobaldi,1,759.0,2016-07-06,3,15,39,1
37488,5863246,32890,313221,Notebook + RAM - in parte ex 60% Avanzini,1,2000.0,2018-01-15,3,124,30,1
37785,14529494,6225,94768,ASSICURAZIONI PARCO AUTOVETTURE COMUNALI ANNO 2018,1,5100.0,2018-01-01,2,15,66,1
37824,7087966,23233,321739,AVVISO DI SELEZIONE ESPERTO ESTERNO_PROGETTO IHABLEMOS ESPAÑOL!_SEC. L. B. ALBERTI_A.S. 2016/17,1,690.0,2017-01-23,2,103,80,1
38203,18096465,32890,91201,Componenti elettronici consumabili 11/09/2018,1,1350.0,2018-09-24,3,124,31,1
38708,15323121,15362,86234,FORNITURA DI N. 1 AUTOCOMPATTATORE A CARICAMENTO POSTERIORE DA CIRCA 18 MC. LOTTO N. 2.,1,177070.0,2017-09-05,3,176,34,1
38721,13418584,21573,261654,Pagamento Fattura n.2/PA del 24/05/2017 per progetto con le mani si puo primaria di Ponte della Priula,1,2355.24,2017-06-05,2,103,80,1
38745,9610791,16583,87019,PUBBLICAZIONE AVVISO DELLA GARA CENTRI VISITA SU GAZZETTINO,1,350.14,2017-05-08,2,5,22,1
38824,13212418,33063,918344,TRONCO 54 - SERVIZIO SGOMBERO NEVE QUINQUENNIO 2018-2023,1,102000.0,2018-11-01,2,176,90,1
39103,6444470,2985,270196,"Proroga della fornitura a noleggio di sistemi antidecubito per le UU.OO. degli ospedali di Pieve di Cadore, Auronzo ed Agordo,per il periodo maggio 2016 - dicembre 2016. Importo   110.166,00.",1,873333.0,2016-06-01,3,135,85,1
39162,6180407,33034,100104,"BS 186-15/MS LOTTO 2 - Servizio di noleggio cassoni, ritiro/prelievo, trasporto e trattamento sabbie prodotte dagli impianti di depurazione Veritas Spa di Fusina, Campalto, Cavallino, Lido di Venezia, Chioggia, Quinto di Treviso, Preganziol, Morgano",1,338302.0,2016-01-01,2,176,90,1
39165,18349955,1700379,326448,APPALTO TRASPORTO  SCOLASTICO PER ANNI SCOLASTICI 2016/2017- 2017/2018 - 2018/2019,1,660000.0,2016-09-12,2,13,60,1
39219,3475197,13118,93398,SOGGIORNI OVER 60 2018/2019 - RICCIONE UNA SETTIMANA - DAL 25/8 AL 9/9/2018,1,32000.0,2018-09-02,2,15,63,1
39279,411779,2469,93891,"GARA N. 110/2015 - PROCEDURA APERTA SECONDO LA NORMATIVA EUROPEA PER LA FORNITURA TRIENNALE, RINNOVABILE PER ULTERIORI 24 MESI, DI SISTEMI DI DRENAGGIO - VENTIDUE LOTTI - AGGIUDICAZIONE DEFINITIVA - IMPORTO COMPLESSIVO   995.129,60 IVA COMPRESA.",1,19170.0,2016-08-01,3,140,33,1
